iter	Logloss
828	0.4405564858
829	0.4405439492
830	0.4405267423
831	0.440516798
832	0.440487017
833	0.4404660294
834	0.4404379065
835	0.4404167895
836	0.4403828283
837	0.4403710495
838	0.4403191106
839	0.440296579
840	0.4402285286
841	0.440154475
842	0.440136504
843	0.4401076201
844	0.4400541505
845	0.4400463465
846	0.4400083216
847	0.4399774407
848	0.4399478566
849	0.439921113
850	0.4398588119
851	0.4398294587
852	0.4397923905
853	0.4397578252
854	0.4397095174
855	0.4397025003
856	0.4396805259
857	0.4396455603
858	0.4396224427
859	0.4395888676
860	0.4395723103
861	0.4395457191
862	0.4395163467
863	0.4394421734
864	0.4394144208
865	0.4393906362
866	0.4393758933
867	0.439360897
868	0.439338382
869	0.4393053995
870	0.4392900714
871	0.4392632382
872	0.4392235516
873	0.4392108668
874	0.439183433
875	0.4391589471
876	0.4391458754
877	0.4390891224
878	0.4390543455
879	0.4390334065
880	0.4390168213
881	0.4389658828
882	0.4389202099
883	0.438899096
884	0.4388794564
885	0.4388322037
886	0.4387929011
887	0.4387646461
888	0.4387237011
889	0.4386964124
890	0.4386511165
891	0.4386447107
892	0.4385992517
893	0.4385687765
894	0.4385408481
895	0.4384981614
896	0.4384349784
897	0.4384166836
898	0.4383840346
899	0.438370458
900	0.4383556732
901	0.4383294152
902	0.4382756646
903	0.4382520732
904	0.4382407769
905	0.4381999889
906	0.4381968616
907	0.4381601546
908	0.4381088302
909	0.4380726117
910	0.4380462718
911	0.4380159678
912	0.4379645843
913	0.4379376198
914	0.4379129103
915	0.4378888709
916	0.4378573968
917	0.4378478393
918	0.437813161
919	0.4378030495
920	0.4377718955
921	0.437748101
922	0.4377202932
923	0.4377035128
924	0.4376770565
925	0.4376706515
926	0.4376432702
927	0.4376206194
928	0.4375901497
929	0.4375485963
930	0.4375264431
931	0.4375106404
932	0.4374913893
933	0.4374553946
934	0.4374384825
935	0.4373741886
936	0.4373447375
937	0.4373029267
938	0.4372787642
939	0.4372433485
940	0.4372330574
941	0.4371978127
942	0.4371529342
943	0.4371233099
944	0.4370817865
945	0.4370586912
946	0.4370306662
947	0.4370153979
948	0.4369901664
949	0.4369632913
950	0.4369291213
951	0.4369101977
952	0.4368804196
953	0.4368532546
954	0.436836428
955	0.4368043915
956	0.4367827196
957	0.4367696902
958	0.4367464681
959	0.4367175683
960	0.4366956338
961	0.4366759445
962	0.4366455205
963	0.436602081
964	0.4365824028
965	0.4365780785
966	0.4365573595
967	0.436528373
968	0.4364837236
969	0.4364339922
970	0.436407049
971	0.4363820536
972	0.4363564351
973	0.4363046171
974	0.4362822572
975	0.4362561294
976	0.4362336794
977	0.4362184905
978	0.4361979224
979	0.4361602696
980	0.4361414423
981	0.4361253244
982	0.4360972701
983	0.4360765789
984	0.4360481793
985	0.4360152865
986	0.4360008329
987	0.4359805992
988	0.4359575102
989	0.4359125437
990	0.4358932872
991	0.4358484679
992	0.4358218294
993	0.4357858451
994	0.4357418671
995	0.4357095642
996	0.4356673402
997	0.4356466394
998	0.4356045866
999	0.4355704992
